1	0.451612903	0.793103448	0.419354839	0.674465733	0.6875	0.763157895	0.066666667	0.03125	0.137931034	0.343344156	0	0.125	0.466639378	0.733333333	0	0	0.291666667	0.851851852	0.344325957	0.493614547	0.264382603	0.49202231	0.088888889	0.2
8	0.838709677	0.75862069	0.516129032	0.715176608	0.59375	0.684210526	0.5	0.0625	1	0.588723776	0.2	0.09375	0.535596209	0.633333333	0.09375	0	0.791666667	0.481481481	0.577391876	0.55333844	0.400570731	0.506771751	0.027160494	0.1
2	0.741935484	0.724137931	1	0.759775791	0.6875	0.736842105	0.666666667	0.375	0.24137931	0.499142367	0.033333333	0.09375	0.639188891	0.433333333	0.03125	0	0.291666667	0.851851852	0.663353166	0.653406477	0.367046983	0.709537714	0.024561404	0.166666667
4	0.677419355	0.75862069	0.709677419	0.69486466	0.84375	0.605263158	0.033333333	0.21875	0.827586207	0.461474501	0	0.125	0.579237382	0.9	0.1875	0.1	0.583333333	0.666666667	0.486813616	0.530108525	0.334169208	0.366067245	0.037037037	0.2
3	0.580645161	0.586206897	0.870967742	0.72069991	0.78125	0.342105263	0.7	0.46875	0.137931034	0.472159091	0.7	0.125	0.544003275	0.133333333	0.53125	0.166666667	0.208333333	0.37037037	0.578594134	0.561136047	0.440475743	0.83423447	0.037037037	0.166666667
1	0.806451613	0.551724138	0.870967742	0.809553159	0.40625	0.710526316	0.433333333	0.1875	0.068965517	0.36525974	0.1	0.34375	0.484163246	0.166666667	0.0625	0	0.75	0.888888889	0.543852344	0.517208465	0.441133818	0.45374293	0.2	0.2
9	0.935483871	0.448275862	0.935483871	0.742285963	0.5625	0.789473684	0	0.5	0.448275862	0.420454545	0.166666667	0.09375	0.524355301	0.333333333	0.125	0.366666667	0.916666667	0.555555556	0.610515067	0.331765332	0.315928612	0.474718272	0.051851852	0.1
7	0.516129032	0.275862069	1	0.643341404	0.75	0.631578947	0	0.6875	0.172413793	0.241477273	0	0.0625	0.550143266	0.333333333	0	0.3	0.25	0.555555556	0.6504579	0.191778466	0.322880318	0.654656297	0.024561404	0.2
1	0.612903226	0.75862069	0.580645161	0.725489127	0.53125	0.736842105	0.166666667	0.03125	0.379310345	0.30861244	0	0.15625	0.450811843	0.566666667	0	0	0.5	0.814814815	0.311969467	0.463981581	0.28013407	0.421053478	0.104761905	0.2
0	0.935483871	0.793103448	0.903225806	0.876884683	0.28125	0.789473684	0	0.125	0.24137931	0.563397129	0.366666667	0.09375	0.476217765	0.066666667	0.09375	0.033333333	0.916666667	0.592592593	0.48584339	0.548909377	0.541013456	0.559993365	0.041269841	0.1
7	0.612903226	0.689655172	0.903225806	0.668004758	0.75	0.763157895	0	0.625	0.24137931	0.357142857	0.2	0.0625	0.450811843	0.1	0.03125	0.4	0.5	0.407407407	0.643735143	0.226142162	0.340619483	0.580245207	0.033333333	0.166666667
8	0.838709677	0.620689655	0.806451613	0.809154036	0.375	0.736842105	0.066666667	0.15625	1	0.439393939	0.2	0.15625	0.51772411	0.4	0.09375	0.033333333	0.791666667	0.518518519	0.381942378	0.513016994	0.304614936	0.544382065	0.051851852	0.1
1	1	0.551724138	0.935483871	0.813939348	0.28125	0.736842105	0.066666667	0.125	0.413793103	0.472159091	0.933333333	0.21875	0.612202111	0.3	0.8125	0.066666667	1	0.555555556	0.34975068	0.594428435	0.167986508	0.580173243	0.125925926	0.166666667
3	0.838709677	0.482758621	0.838709677	0.76091884	0.8125	0.263157895	0.7	0.5625	0.517241379	0.456205312	0	0.15625	0.723495702	0.666666667	0.03125	0.133333333	0.791666667	0.481481481	0.689510228	0.562453563	0.442253536	0.630362161	0.030065359	0.166666667
0	0.806451613	0.551724138	0.838709677	0.768769995	0.53125	0.605263158	0.033333333	0.28125	0.965517241	0.490702479	0.466666667	0.0625	0.462273161	0.566666667	0.1875	0	0.75	0.407407407	0.540477886	0.598124341	0.615548976	0.522225157	0.011111111	0.133333333
1	1	0.551724138	0.903225806	0.862372881	0.1875	0.736842105	0.066666667	0.03125	0	0.048701299	0.033333333	0.34375	0.5	0.166666667	0.03125	0	1	0.962962963	0.516517968	0.572009991	0.558792892	0.511845235	0.2	0.2
5	0.580645161	0.379310345	0.806451613	0.677198013	0.5	0.473684211	0.733333333	0.5	0.517241379	0.551982592	0.233333333	0.625	0.376286372	0.366666667	0.0625	0.1	0.208333333	0.333333333	0.342136183	0.412735573	0.327029321	0.487624566	0.017777778	0.166666667
2	0.677419355	0.586206897	0.64516129	0.685265737	0.5625	0.578947368	0.6	0.34375	0.068965517	0.374102871	1	0.03125	0.589215942	0.066666667	0.46875	0.033333333	0.583333333	0.481481481	0.460704967	0.746652924	0.294834595	0.706757653	0.033333333	0.133333333
7	0.903225806	0.310344828	0.967741935	0.670610324	0.5625	0.736842105	0.5	0.5	0.344827586	0.36840176	0.1	0.15625	0.159212657	0.066666667	0.03125	0.333333333	0.875	0.444444444	0.567196733	0.305500008	0.286696083	0.551315787	0.041269841	0.166666667
1	1	0.551724138	0.870967742	0.846608046	0.15625	0.842105263	0	0.15625	0.793103448	0.784090909	0.933333333	0.34375	0.964183381	0	0.875	0.133333333	1	0.555555556	0.243238016	0.548532703	0.185886189	0.570909496	0.2	0.2
7	0.612903226	0.379310345	1	0.635569076	0.625	0.763157895	0.533333333	0.4375	0.172413793	0.343600478	0.033333333	0.09375	0.23738153	0	0.03125	0.1	0.291666667	0.814814815	0.497126702	0.157059332	0.393570786	0.552352119	0.022222222	0.2
5	0.64516129	0.517241379	0.709677419	0.698727526	0.75	0.421052632	0.133333333	0.375	0.620689655	0.524475524	0	0.21875	0.471060172	0.8	0.03125	0.033333333	0.25	0.259259259	0.431582198	0.570088727	0.377317155	0.573778296	0.046153846	0.2
1	0.483870968	0.793103448	0.451612903	0.70897621	0.71875	0.789473684	0.033333333	0	0	0.413537549	0	0.125	0.61522718	0.766666667	0	0	0.333333333	1	0.505717788	0.508073669	0.394955437	0.488907832	0.051851852	0.2
4	0.967741935	0.482758621	0.967741935	0.68232925	0.5625	0.789473684	0.133333333	0.46875	0.517241379	0.436363636	0.533333333	0.25	0.512725434	0.3	0.1875	0.533333333	0.958333333	0.407407407	0.455307989	0.325586804	0.291087598	0.291750212	0.033333333	0.133333333
2	0.741935484	0.482758621	0.903225806	0.645996143	0.53125	0.526315789	0.666666667	0.25	0.275862069	0.498579545	0.7	0.46875	0.704123583	0.4	0.4375	0	0.666666667	0.518518519	0.432185162	0.795033806	0.345177424	0.47332809	0.017777778	0.133333333
3	0.774193548	0.551724138	0.903225806	0.757630397	0.53125	0.605263158	0.766666667	0.40625	0.172413793	0.418146307	0.1	0.09375	0.513114393	0.133333333	0.09375	0	0.625	0.555555556	0.454382297	0.410754814	0.290537811	0.628339697	0.046153846	0.2
7	0.774193548	0.482758621	1	0.650538839	0.78125	0.789473684	0.033333333	0.65625	0.24137931	0.303132678	0	0.0625	0.672397326	0.133333333	0.03125	0.6	0.5	0.296296296	0.779036945	0.167537251	0.454527536	0.605782786	0.037037037	0.166666667
5	0.903225806	0.724137931	0.741935484	0.762462612	0.6875	0.552631579	0.8	0.1875	0.620689655	0.478977273	0	0.1875	0.512042128	0.733333333	0	0	0.875	0.518518519	0.491833593	0.583978998	0.262738726	0.635292259	0.041269841	0.2
7	0.709677419	0.24137931	0.967741935	0.650464654	0.84375	0.131578947	0	0.78125	0.24137931	0.200696481	0	0.09375	0.687679083	0.9	0.03125	0.466666667	0.541666667	0.259259259	0.762399521	0.250052566	0.4399636	0.65813658	0.041269841	0.2
1	0.774193548	0.689655172	0.580645161	0.764427853	0.4375	0.736842105	0.633333333	0.03125	0.344827586	0.441287879	0	0.21875	0.359121299	0.466666667	0	0	0.708333333	0.962962963	0.394265094	0.518712864	0.350180917	0.628042725	0.125925926	0.2
6	0.806451613	0.689655172	0.870967742	0.756156381	0.59375	0.421052632	0.1	0.375	0.172413793	0.29303675	0.8	0.125	0.539472384	0.633333333	0.875	0.066666667	0.75	0.62962963	0.590516252	0.808868495	0.241558518	0.4849997	0.027160494	0.2
